"VESSEL","STATIONID","STRATUM","LONGITUDE","LATITUDE"
148,"235-26",622,-172.4075133,52.08200979
143,"235-28",622,-172.4124884,52.16970004
148,"218-22",622,-173.6872349,51.91048131
143,"230-28",622,-172.772978,52.18212234
148,"215-21",622,-173.9126108,51.86899686
143,"258-30",622,-170.679896,52.26551054
148,"266-36",623,-170.0768865,52.52219713
143,"232-23",623,-172.6288103,51.95219554
148,"252-35",623,-171.1328193,52.48307107
143,"256-31",623,-170.8228869,52.30155679
148,"229-22",623,-172.8587355,51.92014526
143,"215-21",623,-173.9085534,51.84668962
148,"266-33",623,-170.0799065,52.39722148
143,"257-35",623,-170.7526424,52.47267326
148,"260-36",623,-170.5279671,52.52219722
143,"215-20",623,-173.9203516,51.84041427
148,"240-27",623,-172.0316052,52.12583486
143,"239-30",624,-172.1067935,52.2575602
148,"215-20",624,-173.9117705,51.83389566
143,"245-28",624,-171.6599106,52.18295284
148,"287-54",711,-168.4980758,53.32584882
143,"282-48",711,-168.8739755,53.0563061
148,"279-48",712,-169.0849269,53.04952845
143,"267-46",712,-169.9820571,52.96682684
148,"316-72",721,-166.3072367,54.12675953
143,"305-64",721,-167.1421067,53.77091905
148,"303-61",721,-167.2951644,53.64248957
143,"324-73",721,-165.7176998,54.19533443
148,"299-59",721,-167.5893128,53.54517116
143,"324-77",721,-165.7127885,54.35601189
148,"312-70",721,-166.6166268,54.04727951
143,"320-74",721,-166.0146206,54.22819363
148,"302-61",721,-167.3703449,53.64248952
143,"317-71",721,-166.2426291,54.09899237
148,"310-62",721,-166.7703698,53.70021882
143,"312-69",721,-166.6212606,54.01456063
148,"322-74",721,-165.8667137,54.23692225
143,"323-74",721,-165.7962001,54.23692229
148,"320-73",721,-166.0221501,54.20454575
143,"326-76",721,-165.5688513,54.32913091
148,"320-74",722,-166.0193149,54.25170061
143,"303-62",722,-167.2821874,53.68819146
148,"326-76",722,-165.5473733,54.34191337
143,"317-73",722,-166.2422122,54.18148727
148,"307-63",722,-166.9932771,53.73206382
143,"313-68",722,-166.5437179,53.96265995
148,"326-79",722,-165.5675067,54.46808479
143,"298-58",722,-167.6685366,53.52376609
148,"301-61",722,-167.4588261,53.65220306
143,"302-60",722,-167.3569841,53.5825557
148,"317-72",722,-166.2440967,54.15913883
143,"308-63",722,-166.9205575,53.73532439
148,"316-72",722,-166.3189713,54.14856366
143,"316-73",793,-166.3156236,54.18204791
148,"281-49",793,-168.9663537,53.11776914
143,"268-49",793,-169.9263546,53.11730913
148,"269-50",793,-169.8495887,53.14159817
143,"269-49",793,-169.8542763,53.10209142
148,"317-73",793,-166.2428198,54.19903083
143,"284-56",793,-168.7032298,53.39776953
148,"269-49",794,-169.8327916,53.10511479
143,"268-50",794,-169.9243709,53.13949549
148,"275-45",794,-169.4002968,52.91733648
143,"275-46",794,-169.429084,52.95887003
