"VESSEL","STATIONID","STRATUM","LONGITUDE","LATITUDE"
148,"53-39",211,173.9118252,52.65511061
143,"39-48",211,172.8536997,53.05630592
148,"38-48",211,172.7816935,53.05630597
143,"48-32",211,173.5335259,52.3455961
148,"57-38",211,174.2139123,52.61075906
143,"55-42",211,174.059099,52.77745997
148,"58-38",211,174.2853338,52.61075909
143,"44-46",211,173.2324487,52.96682854
148,"58-37",211,174.294294,52.57252493
143,"52-39",211,173.8328547,52.6567303
148,"51-35",211,173.7611542,52.47554284
143,"51-34",211,173.7590659,52.4338068
148,"36-42",212,172.6416431,52.78843012
143,"50-43",212,173.6860527,52.83295938
148,"32-44",212,172.3351684,52.88029476
143,"51-43",212,173.7533016,52.83295931
148,"57-36",212,174.2101464,52.52219689
143,"58-36",212,174.2853345,52.52219689
148,"34-44",212,172.4804928,52.87555908
143,"48-37",212,173.533527,52.56645711
148,"47-29",212,173.4619577,52.23029038
143,"35-43",212,172.5519492,52.83295947
148,"38-39",212,172.7961759,52.66074212
143,"56-33",212,174.1349659,52.38967825
148,"14-45",212,170.9683107,52.93946539
143,"58-34",212,174.2691615,52.4462087
148,"44-47",212,173.233083,53.01582963
143,"14-50",212,170.9725386,53.14596657
148,"60-36",212,174.4300413,52.52895664
143,"55-36",212,174.059786,52.52219713
148,"41-48",212,173.0059747,53.0624063
143,"40-37",212,172.9527138,52.56941283
148,"43-47",212,173.170661,53.02052804
143,"59-35",212,174.3529443,52.49101623
148,"47-38",212,173.4583376,52.61075897
143,"46-35",212,173.3822941,52.47896291
148,"50-28",212,173.6891887,52.18268707
143,"40-35",212,172.9613443,52.48196457
148,"54-33",212,173.9846077,52.38967836
143,"40-38",212,172.9360927,52.61075912
148,"43-32",212,173.1818574,52.35230302
143,"13-52",212,170.8908691,53.23581566
148,"14-46",212,170.9701493,52.96682832
143,"32-47",212,172.3366875,52.99341117
148,"12-52",212,170.8269815,53.23581632
143,"13-46",212,170.9026792,52.96629071
148,"38-40",212,172.781694,52.69950808
143,"57-35",212,174.2101464,52.47797893
148,"33-43",212,172.4384324,52.83135479
143,"13-49",212,170.8743426,53.12074653
148,"35-42",212,172.56023,52.80277843
143,"40-48",212,172.9315484,53.07410742
148,"43-35",212,173.1576116,52.47797903
143,"13-50",212,170.9021635,53.1459668
148,"31-46",213,172.2554335,52.96682857
143,"48-29",213,173.5293851,52.21092224
148,"58-34",213,174.2923175,52.42549068
143,"49-28",213,173.6107325,52.18522094
148,"10-53",213,170.6704178,53.2864041
143,"31-45",213,172.2436412,52.93242932
148,"59-35",213,174.3683635,52.4681705
143,"10-54",213,170.6568884,53.32155105
148,"32-47",213,172.327345,52.99963564
143,"47-29",213,173.4600984,52.2244058
148,"12-45",213,170.8311886,52.90966844
143,"13-48",213,170.911185,53.04383465
148,"13-45",213,170.9025679,52.91470813
