VESSEL,STATIONID,STRATUM,LONGITUDE,LATITUDE
V2,258-31,622,-170.6783421,52.30155703
176,233-26,622,-172.5308146,52.06180165
V2,215-22,622,-173.9111446,51.90714782
176,237-25,622,-172.2571532,52.03823036
V2,232-28,622,-172.6306341,52.17090862
176,218-22,622,-173.6872349,51.91048131
V2,232-24,622,-172.6330539,51.99449486
176,231-28,622,-172.7069567,52.17892133
V2,230-28,622,-172.772978,52.18212234
176,214-23,622,-173.976083,51.94813223
V2,218-23,622,-173.6844942,51.93418926
176,260-36,623,-170.5279671,52.52219722
V2,249-33,623,-171.3532746,52.38728355
176,232-23,623,-172.6288103,51.95219554
V2,258-35,623,-170.6783423,52.47797913
176,257-35,623,-170.7526424,52.47267326
V2,258-32,623,-170.6760178,52.34559986
176,248-34,623,-171.401636,52.4288631
V2,229-22,623,-172.8587355,51.92014526
176,215-20,623,-173.9203516,51.84041427
V2,256-31,623,-170.8228869,52.30155679
176,252-35,623,-171.1328193,52.48307107
V2,266-36,623,-170.0768865,52.52219713
176,251-33,624,-171.2013085,52.37597976
V2,216-21,624,-173.8391587,51.86567009
176,215-20,624,-173.9117705,51.83389566
V2,238-29,624,-172.1819736,52.21360738
176,,711,,
V2,,711,,
176,272-49,712,-169.6250864,53.0877055
V2,268-48,712,-169.9265269,53.05630608
176,302-62,721,-167.367425,53.67673126
V2,299-58,721,-167.5926247,53.50649938
176,327-78,721,-165.4868145,54.39939855
V2,317-72,721,-166.2407642,54.13565456
176,312-70,721,-166.6166268,54.04727951
V2,325-76,721,-165.6411733,54.32913101
176,303-62,721,-167.2979742,53.67418346
V2,324-73,721,-165.7176998,54.19533443
176,326-77,721,-165.577922,54.37600053
V2,304-63,721,-167.2466966,53.72056452
176,322-75,721,-165.866367,54.28187488
V2,326-76,721,-165.5688513,54.32913091
176,306-64,721,-167.0735561,53.77386172
V2,324-77,721,-165.7127885,54.35601189
176,302-61,721,-167.3703449,53.64248952
V2,315-71,721,-166.3897369,54.08656068
176,299-59,721,-167.5893128,53.54517116
V2,300-61,722,-167.5252102,53.64602155
176,298-58,722,-167.6685366,53.52376609
V2,307-63,722,-166.9932771,53.73206382
176,302-60,722,-167.3569841,53.5825557
V2,303-62,722,-167.2821874,53.68819146
176,301-61,722,-167.4588261,53.65220306
V2,313-68,722,-166.5437179,53.96265995
176,303-64,722,-167.2945661,53.77792447
V2,318-73,722,-166.1697229,54.19810813
176,317-72,722,-166.2440967,54.15913883
V2,308-63,722,-166.9205575,53.73532439
176,317-73,722,-166.2422122,54.18148727
V2,326-76,722,-165.5473733,54.34191337
176,326-79,722,-165.5675067,54.46808479
V2,281-49,793,-168.9663537,53.11776914
176,269-49,793,-169.8542763,53.10209142
V2,269-50,793,-169.8495887,53.14159817
176,279-48,793,-169.0936852,53.0587974
V2,284-56,793,-168.7032298,53.39776953
176,284-55,793,-168.7115543,53.38145422
V2,323-77,793,-165.7938065,54.3868818
176,317-73,793,-166.2428198,54.19903083
V2,,794,,
176,300-62,794,-167.528536,53.68144432
V2,275-45,794,-169.4002968,52.91733648
176,274-45,794,-169.4596465,52.92165168
